Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
7.1,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,3,51
1.2,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,0,9
9.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,2,57
14.2,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,0,0,6,70
1.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,2,10
0.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,4,0,0,10
11.3,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,1,97
4.1,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,4,0,2,26
17.3,Multan Sultans,Karachi Kings,Multan Cricket Stadium,1,0,4,165
16.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,5,155
9.6,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,2,0,3,52
17.2,Islamabad United,Lahore Qalandars,National Stadium Karachi,0,0,3,198
16.4,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,6,104
3.1,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,1,21
10.1,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,3,67
9.3,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,33
18.6,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,6,176
3.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,1,30
2.2,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,4,0,1,18
9.6,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,4,0,1,89
3.4,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,1,26
9.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,74
18.4,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,4,0,6,126
12.7,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,3,142
9.1,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,2,58
15.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,6,0,6,73
1.5,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,6,0,0,19
7.6,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,62
4.1,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,2,26
8.6,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,4,0,3,63
7.1,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,0,0,5,74
11.3,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,80
12.5,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,2,113
11.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,6,0,3,85
14.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,126
15.5,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,1,0,6,105
17.7,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,156
12.4,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,4,81
1.6,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,10
5.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,2,0,3,45
4.4,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,2,0,1,32
16.6,Karachi Kings,Islamabad United,National Stadium Karachi,4,0,6,149
12.5,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,5,63
18.3,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,0,0,9,108
1.6,Islamabad United,Quetta Gladiators,National Stadium Karachi,0,0,0,14
3.1,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,46
19.5,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,0,1,3,191
12.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,2,98
10.5,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,3,69
8.3,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,2,51
14.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,128
0.4,Islamabad United,Multan Sultans,Rawalpindi Cricket Stadium,4,0,0,6
7.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,0,64
15.4,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,114
11.1,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,3,73
9.5,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,7,59
13.4,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,1,0,5,100
17.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,1,7,126
17.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,123
0.1,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,0,4
0.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,0
12.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,5,75
18.6,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,1,0,5,166
13.3,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,1,0,3,100
8.3,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,2,0,1,71
11.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,1,99
6.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,33
0.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,0,9
13.4,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,4,0,3,95
3.6,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,6,0,0,36
15.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,6,0,0,155
12.6,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,100
15.6,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,123
14.1,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,2,137
17.6,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,0,0,7,105
16.6,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,158
15.2,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,7,107
6.5,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,1,0,1,62
3.2,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,20
11.4,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,0,1,102
17.5,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,4,160
13.6,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,1,0,2,150
12.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,1,2,87
19.4,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,6,0,4,191
5.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,35
14.1,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,114
0.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,6
7.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,3,52
0.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,6
16.6,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,120
14.4,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,2,133
1.7,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,4,0,19
17.6,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,5,122
11.4,Lahore Qalandars,Karachi Kings,Sharjah Cricket Stadium,2,0,3,111
15.4,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,1,0,7,102
10.2,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,0,89
1.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,0,14
7.5,Quetta Gladiators,Multan Sultans,Sharjah Cricket Stadium,1,0,3,57
14.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,6,0,1,97
4.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,35
9.2,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,3,57
4.4,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,1,36
6.4,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,3,46
13.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,5,96
15.4,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,4,0,8,112
18.7,Multan Sultans,Karachi Kings,Multan Cricket Stadium,0,0,5,180
2.5,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,0,1,0,18
18.2,Islamabad United,Peshawar Zalmi,Rawalpindi Cricket Stadium,0,0,4,184
8.3,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,2,59
15.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,2,136
4.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,5,0,47
6.6,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,51
8.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,4,51
4.1,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,0,35
3.4,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,1,32
18.4,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,5,142
10.4,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,6,0,3,105
13.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,110
14.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,3,116
12.3,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,2,112
18.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,7,107
16.1,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,5,130
3.2,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,0,28
2.1,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,0,9
5.4,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,2,30
19.3,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,2,5,145
18.2,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,1,6,134
17.2,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,5,133
12.4,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,3,88
8.4,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,63
8.1,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,1,0,3,50
16.5,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,5,94
7.3,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,2,0,1,50
18.4,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,3,161
18.5,Islamabad United,Lahore Qalandars,National Stadium Karachi,0,0,3,225
15.6,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,5,107
15.2,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,118
12.5,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,84
1.4,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,15
19.1,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,173
15.6,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,3,128
1.5,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,11
17.4,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,6,118
10.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,92
7.1,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,55
12.3,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,4,0,1,119
18.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,9,105
3.4,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,4,0,0,29
5.3,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,1,32
3.1,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,0,22
0.2,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,0,4
3.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,3,0,0,35
13.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,2,0,3,119
0.1,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,1
2.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,0,12
15.4,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,5,109
13.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,60
3.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,12
11.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,1,82
13.7,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,0,0,3,93
1.3,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,1,4
16.5,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,6,0,3,163
10.3,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,5,66
5.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,2,41
18.4,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,1,0,6,130
5.2,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,1,0,2,22
8.3,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,1,96
10.4,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,6,0,3,89
15.1,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,0,0,2,146
4.8,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,1,0,39
10.4,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,2,89
8.5,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,4,55
7.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,50
17.4,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,7,96
9.6,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,6,0,3,67
4.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,0,0,0,33
15.2,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,5,100
7.2,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,39
1.5,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,2,0,0,24
12.1,Islamabad United,Karachi Kings,National Stadium Karachi,1,0,3,84
4.6,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,1,0,34
2.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,0,17
3.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,20
7.4,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,39
18.5,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,4,0,3,171
17.5,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,6,126
9.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,1,103
7.3,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,0,0,2,57
7.5,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,1,2,46
12.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,83
8.2,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,1,45
11.5,Islamabad United,Lahore Qalandars,National Stadium Karachi,1,0,2,125
18.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,4,172
2.4,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,0,0,0,27
3.6,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,20
6.1,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,1,32
18.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,1,6,161
19.5,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,6,0,8,137
19.6,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,2,0,6,166
16.6,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,117
3.1,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,0,20
0.4,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,1,1,2
14.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,2,134
3.1,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,4,0,1,18
18.3,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,173
8.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,3,54
7.4,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,2,47
14.3,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,6,73
6.6,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,1,0,0,72
18.2,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,8,148
17.5,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,1,0,4,178
6.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,1,33
14.3,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,0,0,6,77
7.4,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,22
6.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,39
0.2,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,0,5
10.2,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,2,79
11.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,2,82
13.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,93
18.7,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,6,140
14.4,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,6,0,6,82
2.2,Multan Sultans,Quetta Gladiators,Multan Cricket Stadium,4,0,0,19
18.8,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,5,141
18.4,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,2,0,5,160
14.1,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,5,102
11.2,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,75
3.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,1,28
11.6,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,6,47
5.4,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,38
14.4,Karachi Kings,Islamabad United,National Stadium Karachi,1,0,3,131
17.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,4,123
16.6,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,0,1,5,100
8.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,4,0,1,52
18.5,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,9,111
19.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,131
5.4,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,2,0,3,40
15.1,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,1,0,7,106
10.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,2,0,3,70
16.1,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,1,146
8.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,6,0,3,61
11.1,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,3,75
4.5,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,3,20
14.3,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,2,107
19.5,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,8,140
8.3,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,3,33
18.8,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,2,0,5,193
6.3,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,0,0,3,90
11.4,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,3,95
15.3,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,4,97
1.6,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,1,0,1,16
3.2,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,1,18
3.1,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,4,0,0,26
14.5,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,1,0,2,148
9.5,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,3,93
19.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,6,148
6.4,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,57
17.6,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,7,114
16.2,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,6,95
8.2,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,3,53
19.5,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,9,119
11.3,Lahore Qalandars,Karachi Kings,National Stadium Karachi,4,0,2,88
2.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,4,0,0,25
18.7,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,0,0,9,115
13.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,2,0,2,123
18.5,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,5,188
17.6,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,5,135
18.1,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,2,0,5,173
9.5,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,1,0,2,77
15.6,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,4,148
6.3,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,3,46
12.6,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,87
17.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,4,155
13.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,124
19.2,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,1,5,143
13.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,2,111
16.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,4,121
19.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,6,135
16.5,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,7,100
10.5,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,4,0,2,72
4.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,35
11.5,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,71
14.5,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,6,83
12.6,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,4,91
1.6,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,0,14
19.3,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,5,146
11.6,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,4,0,5,99
14.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,6,103
9.6,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,70
18.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,7,115
4.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,1,32
6.2,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,1,0,1,45
2.3,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,1,17
7.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,6,0,0,72
10.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,2,89
7.5,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,57
15.1,Peshawar Zalmi,Karachi Kings,Rawalpindi Cricket Stadium,0,0,3,104
18.2,Quetta Gladiators,Lahore Qalandars,Gaddafi Stadium Lahore,4,0,8,91
8.3,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,38
9.3,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,2,66
4.2,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,2,0,0,32
9.2,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,3,0,3,64
11.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,2,0,3,80
0.3,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,0,0,0,4
6.3,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,0,1,3,26
11.1,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,2,132
2.2,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,1,14
6.1,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,3,38
0.6,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,0,10
11.6,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,3,95
10.6,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,0,0,5,87
1.2,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,0,0,0,16
0.1,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,0
14.2,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,1,3,102
7.2,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,40
17.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,6,130
17.6,Multan Sultans,Karachi Kings,Multan Cricket Stadium,6,0,4,173
5.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,0,1,0,41
